frame_number,timestamp,track_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y,bottom_center_x,bottom_center_y
3,0.080,7,person,0.7042,1032,430,1083,534,1057.5,482.0,1057.5,534.0
3,0.080,8,person,0.7608,827,325,885,428,856.0,376.5,856.0,428.0
3,0.080,9,person,0.6835,1155,318,1188,404,1171.5,361.0,1171.5,404.0
3,0.080,10,person,0.7138,40,249,70,336,55.0,292.5,55.0,336.0
3,0.080,11,person,0.6781,645,300,683,389,664.0,344.5,664.0,389.0
3,0.080,12,person,0.5875,1360,328,1408,449,1384.0,388.5,1384.0,449.0
3,0.080,13,person,0.3482,959,267,1012,362,985.5,314.5,985.5,362.0
3,0.080,14,person,0.6230,1508,398,1551,503,1529.5,450.5,1529.5,503.0
3,0.080,15,person,0.6624,1225,369,1291,470,1258.0,419.5,1258.0,470.0
3,0.080,19,person,0.4262,973,272,1020,363,996.5,317.5,996.5,363.0
4,0.120,1,person,0.8261,1430,485,1497,601,1463.5,543.0,1463.5,601.0
4,0.120,2,person,0.8158,1398,657,1468,809,1433.0,733.0,1433.0,809.0
4,0.120,3,person,0.7752,778,467,827,566,802.5,516.5,802.5,566.0
4,0.120,4,person,0.8276,426,330,464,421,445.0,375.5,445.0,421.0
4,0.120,5,person,0.7936,286,598,364,749,325.0,673.5,325.0,749.0
4,0.120,6,person,0.8908,1626,517,1680,627,1653.0,572.0,1653.0,627.0
4,0.120,7,person,0.7484,1028,433,1077,534,1052.5,483.5,1052.5,534.0
4,0.120,8,person,0.7286,823,326,878,426,850.5,376.0,850.5,426.0
4,0.120,9,person,0.5367,1146,317,1180,404,1163.0,360.5,1163.0,404.0
4,0.120,10,person,0.7192,30,250,61,337,45.5,293.5,45.5,337.0
4,0.120,11,person,0.6191,635,299,672,388,653.5,343.5,653.5,388.0
4,0.120,12,person,0.4568,1344,334,1389,448,1366.5,391.0,1366.5,448.0
4,0.120,13,person,0.2341,954,269,1007,364,980.5,316.5,980.5,364.0
4,0.120,14,person,0.6212,1501,396,1545,502,1523.0,449.0,1523.0,502.0
4,0.120,15,person,0.7045,1218,369,1284,470,1251.0,419.5,1251.0,470.0
4,0.120,19,person,0.3927,965,273,1012,364,988.5,318.5,988.5,364.0
5,0.160,1,person,0.6888,1425,490,1490,601,1457.5,545.5,1457.5,601.0
5,0.160,2,person,0.8251,1392,658,1460,806,1426.0,732.0,1426.0,806.0
5,0.160,3,person,0.7978,770,469,820,569,795.0,519.0,795.0,569.0
5,0.160,4,person,0.7950,414,331,454,424,434.0,377.5,434.0,424.0
5,0.160,5,person,0.8071,277,598,355,751,316.0,674.5,316.0,751.0
5,0.160,6,person,0.9035,1623,520,1678,627,1650.5,573.5,1650.5,627.0
5,0.160,7,person,0.7264,1025,435,1074,535,1049.5,485.0,1049.5,535.0
5,0.160,8,person,0.7520,815,326,870,426,842.5,376.0,842.5,426.0
5,0.160,9,person,0.5021,1136,318,1170,402,1153.0,360.0,1153.0,402.0
5,0.160,10,person,0.5735,20,253,49,335,34.5,294.0,34.5,335.0
5,0.160,11,person,0.6057,627,301,663,388,645.0,344.5,645.0,388.0
5,0.160,12,person,0.5782,1331,332,1375,444,1353.0,388.0,1353.0,444.0
5,0.160,14,person,0.5838,1493,396,1536,503,1514.5,449.5,1514.5,503.0
5,0.160,15,person,0.6942,1209,368,1274,469,1241.5,418.5,1241.5,469.0
5,0.160,19,person,0.3969,958,275,1004,365,981.0,320.0,981.0,365.0
6,0.200,1,person,0.8497,1421,489,1488,602,1454.5,545.5,1454.5,602.0
6,0.200,2,person,0.8442,1387,664,1455,809,1421.0,736.5,1421.0,809.0
6,0.200,3,person,0.7304,759,468,812,573,785.5,520.5,785.5,573.0
6,0.200,4,person,0.8226,399,334,440,426,419.5,380.0,419.5,426.0
6,0.200,5,person,0.8547,269,599,346,751,307.5,675.0,307.5,751.0
6,0.200,6,person,0.8753,1615,519,1673,628,1644.0,573.5,1644.0,628.0
6,0.200,7,person,0.7018,1018,433,1068,535,1043.0,484.0,1043.0,535.0
6,0.200,8,person,0.6767,806,325,860,426,833.0,375.5,833.0,426.0
6,0.200,9,person,0.4263,1127,320,1162,405,1144.5,362.5,1144.5,405.0
6,0.200,10,person,0.4161,14,253,39,320,26.5,286.5,26.5,320.0
6,0.200,11,person,0.7553,616,299,654,391,635.0,345.0,635.0,391.0
6,0.200,12,person,0.5430,1320,328,1365,443,1342.5,385.5,1342.5,443.0
6,0.200,14,person,0.4925,1486,398,1528,499,1507.0,448.5,1507.0,499.0
6,0.200,15,person,0.7523,1200,370,1264,471,1232.0,420.5,1232.0,471.0
6,0.200,13,person,0.4718,942,272,994,366,968.0,319.0,968.0,366.0
7,0.240,1,person,0.8152,1424,491,1489,603,1456.5,547.0,1456.5,603.0
7,0.240,2,person,0.8337,1380,669,1445,808,1412.5,738.5,1412.5,808.0
7,0.240,3,person,0.7762,748,465,807,584,777.5,524.5,777.5,584.0
7,0.240,4,person,0.7558,386,334,429,429,407.5,381.5,407.5,429.0
7,0.240,5,person,0.8487,259,601,334,750,296.5,675.5,296.5,750.0
7,0.240,6,person,0.8282,1606,521,1665,629,1635.5,575.0,1635.5,629.0
7,0.240,7,person,0.7196,1007,431,1059,539,1033.0,485.0,1033.0,539.0
7,0.240,8,person,0.7587,800,325,854,428,827.0,376.5,827.0,428.0
7,0.240,9,person,0.4593,1120,321,1157,405,1138.5,363.0,1138.5,405.0
7,0.240,10,person,0.3910,4,261,29,327,16.5,294.0,16.5,327.0
7,0.240,11,person,0.6762,606,301,644,393,625.0,347.0,625.0,393.0
7,0.240,12,person,0.6552,1307,327,1352,442,1329.5,384.5,1329.5,442.0
7,0.240,14,person,0.6036,1481,400,1523,499,1502.0,449.5,1502.0,499.0
7,0.240,15,person,0.7538,1191,373,1254,471,1222.5,422.0,1222.5,471.0
7,0.240,19,person,0.5035,943,279,986,366,964.5,322.5,964.5,366.0
8,0.280,1,person,0.7793,1425,490,1491,606,1458.0,548.0,1458.0,606.0
8,0.280,2,person,0.8073,1372,672,1438,810,1405.0,741.0,1405.0,810.0
8,0.280,3,person,0.8441,742,471,800,590,771.0,530.5,771.0,590.0
8,0.280,4,person,0.7366,373,335,416,429,394.5,382.0,394.5,429.0
8,0.280,5,person,0.8441,251,602,325,748,288.0,675.0,288.0,748.0
8,0.280,6,person,0.8652,1601,520,1662,630,1631.5,575.0,1631.5,630.0
8,0.280,7,person,0.7526,997,432,1050,542,1023.5,487.0,1023.5,542.0
8,0.280,8,person,0.7434,792,326,845,430,818.5,378.0,818.5,430.0
8,0.280,9,person,0.4723,1115,320,1154,406,1134.5,363.0,1134.5,406.0
8,0.280,10,person,0.2367,0,262,25,344,12.5,303.0,12.5,344.0
8,0.280,11,person,0.6999,596,303,635,395,615.5,349.0,615.5,395.0
8,0.280,12,person,0.4361,1295,336,1336,440,1315.5,388.0,1315.5,440.0
8,0.280,14,person,0.6416,1478,402,1516,492,1497.0,447.0,1497.0,492.0
8,0.280,15,person,0.6743,1184,376,1244,471,1214.0,423.5,1214.0,471.0
8,0.280,43,person,0.5677,901,273,939,360,920.0,316.5,920.0,360.0
8,0.280,13,person,0.5693,928,275,977,367,952.5,321.0,952.5,367.0
9,0.320,1,person,0.7803,1424,487,1490,606,1457.0,546.5,1457.0,606.0
9,0.320,2,person,0.8234,1366,671,1431,810,1398.5,740.5,1398.5,810.0
9,0.320,3,person,0.7465,734,478,791,596,762.5,537.0,762.5,596.0
9,0.320,4,person,0.7629,363,335,406,429,384.5,382.0,384.5,429.0
9,0.320,5,person,0.8172,241,606,316,754,278.5,680.0,278.5,754.0
9,0.320,6,person,0.8410,1600,522,1661,633,1630.5,577.5,1630.5,633.0
9,0.320,7,person,0.8327,990,433,1044,544,1017.0,488.5,1017.0,544.0
9,0.320,8,person,0.7111,787,329,839,432,813.0,380.5,813.0,432.0
9,0.320,9,person,0.3373,1112,321,1152,408,1132.0,364.5,1132.0,408.0
9,0.320,11,person,0.6774,588,305,627,396,607.5,350.5,607.5,396.0
9,0.320,12,person,0.6825,1283,342,1322,440,1302.5,391.0,1302.5,440.0
9,0.320,14,person,0.5414,1475,403,1507,478,1491.0,440.5,1491.0,478.0
9,0.320,15,person,0.7322,1173,374,1235,473,1204.0,423.5,1204.0,473.0
9,0.320,43,person,0.4311,894,273,932,362,913.0,317.5,913.0,362.0
9,0.320,19,person,0.5726,927,287,968,371,947.5,329.0,947.5,371.0
10,0.360,1,person,0.7657,1422,489,1486,607,1454.0,548.0,1454.0,607.0
10,0.360,2,person,0.8371,1360,669,1426,811,1393.0,740.0,1393.0,811.0
10,0.360,3,person,0.8227,728,484,782,597,755.0,540.5,755.0,597.0
10,0.360,4,person,0.7713,353,338,395,430,374.0,384.0,374.0,430.0
10,0.360,5,person,0.8783,228,607,308,761,268.0,684.0,268.0,761.0
10,0.360,6,person,0.7907,1600,526,1661,635,1630.5,580.5,1630.5,635.0
10,0.360,7,person,0.8510,983,435,1038,546,1010.5,490.5,1010.5,546.0
10,0.360,8,person,0.7352,781,331,830,431,805.5,381.0,805.5,431.0
10,0.360,9,person,0.3753,1105,324,1145,409,1125.0,366.5,1125.0,409.0
10,0.360,11,person,0.6635,576,311,616,400,596.0,355.5,596.0,400.0
10,0.360,12,person,0.4570,1273,348,1309,440,1291.0,394.0,1291.0,440.0
10,0.360,14,person,0.5607,1464,405,1503,497,1483.5,451.0,1483.5,497.0
10,0.360,15,person,0.6922,1165,373,1229,475,1197.0,424.0,1197.0,475.0
10,0.360,43,person,0.6239,883,278,919,361,901.0,319.5,901.0,361.0
10,0.360,19,person,0.5152,920,287,961,369,940.5,328.0,940.5,369.0
11,0.400,1,person,0.7663,1420,491,1483,609,1451.5,550.0,1451.5,609.0
11,0.400,2,person,0.7990,1355,670,1421,811,1388.0,740.5,1388.0,811.0
11,0.400,3,person,0.8614,720,488,773,599,746.5,543.5,746.5,599.0
11,0.400,4,person,0.7664,345,337,388,432,366.5,384.5,366.5,432.0
11,0.400,5,person,0.8656,218,609,298,763,258.0,686.0,258.0,763.0
11,0.400,6,person,0.8327,1599,525,1661,636,1630.0,580.5,1630.0,636.0
11,0.400,7,person,0.8086,976,438,1032,548,1004.0,493.0,1004.0,548.0
11,0.400,8,person,0.6659,774,333,824,434,799.0,383.5,799.0,434.0
11,0.400,9,person,0.4454,1096,327,1137,413,1116.5,370.0,1116.5,413.0
11,0.400,11,person,0.7165,565,310,607,403,586.0,356.5,586.0,403.0
11,0.400,12,person,0.6120,1261,349,1297,441,1279.0,395.0,1279.0,441.0
11,0.400,14,person,0.6509,1456,406,1497,502,1476.5,454.0,1476.5,502.0
11,0.400,15,person,0.6718,1161,372,1223,474,1192.0,423.0,1192.0,474.0
11,0.400,43,person,0.6056,876,276,913,360,894.5,318.0,894.5,360.0
11,0.400,19,person,0.4616,908,286,951,372,929.5,329.0,929.5,372.0
12,0.440,1,person,0.7965,1417,493,1479,610,1448.0,551.5,1448.0,610.0
12,0.440,2,person,0.8164,1352,671,1418,811,1385.0,741.0,1385.0,811.0
12,0.440,3,person,0.8378,711,491,764,599,737.5,545.0,737.5,599.0
12,0.440,4,person,0.6371,338,338,381,434,359.5,386.0,359.5,434.0
12,0.440,5,person,0.8529,209,609,289,762,249.0,685.5,249.0,762.0
12,0.440,6,person,0.7819,1597,530,1657,638,1627.0,584.0,1627.0,638.0
12,0.440,7,person,0.7249,972,441,1027,550,999.5,495.5,999.5,550.0
12,0.440,8,person,0.6754,770,337,816,433,793.0,385.0,793.0,433.0
12,0.440,9,person,0.5082,1092,326,1136,418,1114.0,372.0,1114.0,418.0
12,0.440,11,person,0.6077,555,311,598,404,576.5,357.5,576.5,404.0
12,0.440,12,person,0.6443,1250,349,1287,442,1268.5,395.5,1268.5,442.0
12,0.440,14,person,0.5654,1449,406,1489,497,1469.0,451.5,1469.0,497.0
12,0.440,15,person,0.6192,1157,373,1219,477,1188.0,425.0,1188.0,477.0
12,0.440,43,person,0.5148,869,278,905,362,887.0,320.0,887.0,362.0
12,0.440,55,person,0.3884,994,441,1030,530,1012.0,485.5,1012.0,530.0
12,0.440,13,person,0.4589,898,291,946,378,922.0,334.5,922.0,378.0
13,0.480,1,person,0.7611,1414,495,1474,612,1444.0,553.5,1444.0,612.0
13,0.480,2,person,0.8445,1345,671,1411,811,1378.0,741.0,1378.0,811.0
13,0.480,3,person,0.7591,702,495,756,607,729.0,551.0,729.0,607.0
13,0.480,4,person,0.6015,331,342,372,438,351.5,390.0,351.5,438.0
13,0.480,5,person,0.8199,201,611,281,764,241.0,687.5,241.0,764.0
13,0.480,6,person,0.8012,1593,536,1652,642,1622.5,589.0,1622.5,642.0
13,0.480,7,person,0.6191,968,441,1024,552,996.0,496.5,996.0,552.0
13,0.480,8,person,0.6712,766,342,810,434,788.0,388.0,788.0,434.0
13,0.480,9,person,0.3254,1088,327,1133,419,1110.5,373.0,1110.5,419.0
13,0.480,11,person,0.6453,547,314,589,405,568.0,359.5,568.0,405.0
13,0.480,12,person,0.5496,1237,350,1274,442,1255.5,396.0,1255.5,442.0
13,0.480,14,person,0.5799,1446,408,1482,492,1464.0,450.0,1464.0,492.0
13,0.480,15,person,0.6432,1151,373,1213,478,1182.0,425.5,1182.0,478.0
13,0.480,43,person,0.5836,860,283,896,365,878.0,324.0,878.0,365.0
13,0.480,55,person,0.6601,986,441,1027,545,1006.5,493.0,1006.5,545.0
13,0.480,13,person,0.4537,898,293,945,379,921.5,336.0,921.5,379.0
13,0.480,19,person,0.3804,903,292,940,366,921.5,329.0,921.5,366.0
14,0.520,1,person,0.7214,1412,500,1471,615,1441.5,557.5,1441.5,615.0
14,0.520,2,person,0.8692,1338,671,1405,813,1371.5,742.0,1371.5,813.0
14,0.520,3,person,0.8205,694,500,750,612,722.0,556.0,722.0,612.0
14,0.520,4,person,0.7221,321,344,362,441,341.5,392.5,341.5,441.0
14,0.520,5,person,0.7732,195,614,273,765,234.0,689.5,234.0,765.0
14,0.520,6,person,0.6617,1588,546,1645,645,1616.5,595.5,1616.5,645.0
14,0.520,8,person,0.7339,762,344,809,439,785.5,391.5,785.5,439.0
14,0.520,9,person,0.3419,1087,328,1130,415,1108.5,371.5,1108.5,415.0
14,0.520,11,person,0.7341,540,317,580,406,560.0,361.5,560.0,406.0
14,0.520,12,person,0.5936,1229,351,1267,445,1248.0,398.0,1248.0,445.0
14,0.520,14,person,0.5790,1440,411,1476,497,1458.0,454.0,1458.0,497.0
14,0.520,15,person,0.5761,1146,380,1203,480,1174.5,430.0,1174.5,480.0
14,0.520,43,person,0.6971,854,285,889,366,871.5,325.5,871.5,366.0
14,0.520,55,person,0.7382,977,442,1022,555,999.5,498.5,999.5,555.0
14,0.520,13,person,0.5772,891,294,941,384,916.0,339.0,916.0,384.0
15,0.560,1,person,0.7944,1413,504,1472,618,1442.5,561.0,1442.5,618.0
15,0.560,2,person,0.8297,1332,672,1400,818,1366.0,745.0,1366.0,818.0
15,0.560,3,person,0.8451,686,503,745,620,715.5,561.5,715.5,620.0
15,0.560,4,person,0.6836,313,348,353,442,333.0,395.0,333.0,442.0
15,0.560,5,person,0.7876,187,613,264,766,225.5,689.5,225.5,766.0
15,0.560,6,person,0.6876,1581,553,1638,652,1609.5,602.5,1609.5,652.0
15,0.560,8,person,0.7066,755,347,802,443,778.5,395.0,778.5,443.0
15,0.560,9,person,0.3394,1083,332,1126,418,1104.5,375.0,1104.5,418.0
15,0.560,11,person,0.6566,532,318,572,408,552.0,363.0,552.0,408.0
15,0.560,12,person,0.5169,1219,353,1258,445,1238.5,399.0,1238.5,445.0
15,0.560,14,person,0.4611,1435,413,1472,503,1453.5,458.0,1453.5,503.0
15,0.560,15,person,0.5582,1139,379,1197,481,1168.0,430.0,1168.0,481.0
15,0.560,43,person,0.6207,845,287,881,370,863.0,328.5,863.0,370.0
15,0.560,55,person,0.6937,973,443,1018,556,995.5,499.5,995.5,556.0
15,0.560,13,person,0.6876,883,296,931,382,907.0,339.0,907.0,382.0
16,0.600,1,person,0.8606,1413,504,1473,619,1443.0,561.5,1443.0,619.0
16,0.600,2,person,0.8050,1326,677,1395,821,1360.5,749.0,1360.5,821.0
16,0.600,3,person,0.8525,679,508,739,626,709.0,567.0,709.0,626.0
16,0.600,4,person,0.8143,303,349,345,447,324.0,398.0,324.0,447.0
16,0.600,5,person,0.7620,182,614,256,768,219.0,691.0,219.0,768.0
16,0.600,6,person,0.8194,1578,562,1635,658,1606.5,610.0,1606.5,658.0
16,0.600,8,person,0.7742,745,348,795,447,770.0,397.5,770.0,447.0
16,0.600,9,person,0.4590,1080,339,1120,418,1100.0,378.5,1100.0,418.0
16,0.600,11,person,0.6301,523,320,563,411,543.0,365.5,543.0,411.0
16,0.600,12,person,0.5212,1212,358,1251,445,1231.5,401.5,1231.5,445.0
16,0.600,14,person,0.4404,1432,414,1465,492,1448.5,453.0,1448.5,492.0
16,0.600,15,person,0.5232,1135,381,1192,483,1163.5,432.0,1163.5,483.0
16,0.600,43,person,0.6579,835,288,872,373,853.5,330.5,853.5,373.0
16,0.600,55,person,0.5687,971,445,1012,548,991.5,496.5,991.5,548.0
16,0.600,13,person,0.6179,881,296,927,379,904.0,337.5,904.0,379.0
16,0.600,66,person,0.6022,1579,280,1611,356,1595.0,318.0,1595.0,356.0
16,0.600,7,person,0.6658,959,447,1013,556,986.0,501.5,986.0,556.0
17,0.640,1,person,0.8905,1410,503,1472,621,1441.0,562.0,1441.0,621.0
17,0.640,2,person,0.8024,1317,681,1386,824,1351.5,752.5,1351.5,824.0
17,0.640,3,person,0.8166,673,513,736,633,704.5,573.0,704.5,633.0
17,0.640,4,person,0.7908,295,354,339,452,317.0,403.0,317.0,452.0
17,0.640,5,person,0.7960,177,618,249,773,213.0,695.5,213.0,773.0
17,0.640,6,person,0.8325,1576,568,1635,663,1605.5,615.5,1605.5,663.0
17,0.640,8,person,0.7015,735,351,786,450,760.5,400.5,760.5,450.0
17,0.640,9,person,0.5807,1075,341,1118,427,1096.5,384.0,1096.5,427.0
17,0.640,11,person,0.6828,516,321,555,412,535.5,366.5,535.5,412.0
17,0.640,12,person,0.4640,1206,362,1243,444,1224.5,403.0,1224.5,444.0
17,0.640,14,person,0.5864,1427,416,1459,494,1443.0,455.0,1443.0,494.0
17,0.640,15,person,0.5465,1130,386,1185,487,1157.5,436.5,1157.5,487.0
17,0.640,43,person,0.5786,828,287,866,374,847.0,330.5,847.0,374.0
17,0.640,55,person,0.4387,967,449,1008,551,987.5,500.0,987.5,551.0
17,0.640,13,person,0.4581,874,298,921,386,897.5,342.0,897.5,386.0
17,0.640,7,person,0.7089,953,450,1006,559,979.5,504.5,979.5,559.0
18,0.680,1,person,0.8871,1405,507,1468,625,1436.5,566.0,1436.5,625.0
18,0.680,2,person,0.8313,1313,686,1381,827,1347.0,756.5,1347.0,827.0
18,0.680,3,person,0.8165,673,520,735,638,704.0,579.0,704.0,638.0
18,0.680,4,person,0.7875,283,358,328,454,305.5,406.0,305.5,454.0
18,0.680,5,person,0.7852,170,620,239,774,204.5,697.0,204.5,774.0
18,0.680,6,person,0.8431,1573,571,1633,667,1603.0,619.0,1603.0,667.0
18,0.680,8,person,0.6468,729,352,780,451,754.5,401.5,754.5,451.0
18,0.680,9,person,0.5381,1072,345,1115,432,1093.5,388.5,1093.5,432.0
18,0.680,11,person,0.5577,509,324,547,415,528.0,369.5,528.0,415.0
18,0.680,12,person,0.5825,1198,364,1238,447,1218.0,405.5,1218.0,447.0
18,0.680,14,person,0.4417,1417,417,1457,513,1437.0,465.0,1437.0,513.0
18,0.680,15,person,0.5404,1129,389,1185,489,1157.0,439.0,1157.0,489.0
18,0.680,43,person,0.6565,822,286,860,374,841.0,330.0,841.0,374.0
18,0.680,55,person,0.2198,960,451,1002,556,981.0,503.5,981.0,556.0
18,0.680,13,person,0.5765,865,298,910,385,887.5,341.5,887.5,385.0
18,0.680,7,person,0.7329,946,454,1000,562,973.0,508.0,973.0,562.0
18,0.680,19,person,0.3889,873,297,901,352,887.0,324.5,887.0,352.0
19,0.720,1,person,0.8105,1399,510,1462,627,1430.5,568.5,1430.5,627.0
19,0.720,2,person,0.7984,1307,685,1378,831,1342.5,758.0,1342.5,831.0
19,0.720,3,person,0.7407,673,527,733,641,703.0,584.0,703.0,641.0
19,0.720,4,person,0.7835,272,358,318,455,295.0,406.5,295.0,455.0
19,0.720,5,person,0.7787,164,623,232,777,198.0,700.0,198.0,777.0
19,0.720,6,person,0.8056,1566,576,1625,669,1595.5,622.5,1595.5,669.0
19,0.720,8,person,0.6872,723,353,773,453,748.0,403.0,748.0,453.0
19,0.720,9,person,0.5909,1068,344,1112,436,1090.0,390.0,1090.0,436.0
19,0.720,11,person,0.6604,500,325,538,417,519.0,371.0,519.0,417.0
19,0.720,12,person,0.4747,1189,363,1228,446,1208.5,404.5,1208.5,446.0
19,0.720,14,person,0.3710,1414,418,1451,508,1432.5,463.0,1432.5,508.0
19,0.720,15,person,0.4575,1118,397,1170,492,1144.0,444.5,1144.0,492.0
19,0.720,43,person,0.5498,815,290,852,375,833.5,332.5,833.5,375.0
19,0.720,13,person,0.5817,857,298,904,388,880.5,343.0,880.5,388.0
19,0.720,7,person,0.7274,941,458,995,566,968.0,512.0,968.0,566.0
20,0.760,1,person,0.8073,1394,510,1457,629,1425.5,569.5,1425.5,629.0
20,0.760,2,person,0.8436,1302,684,1374,832,1338.0,758.0,1338.0,832.0
20,0.760,3,person,0.7812,671,529,731,644,701.0,586.5,701.0,644.0
20,0.760,4,person,0.7508,261,360,310,460,285.5,410.0,285.5,460.0
20,0.760,5,person,0.7657,160,629,226,778,193.0,703.5,193.0,778.0
20,0.760,6,person,0.7765,1558,580,1618,672,1588.0,626.0,1588.0,672.0
20,0.760,8,person,0.6093,717,354,766,455,741.5,404.5,741.5,455.0
20,0.760,9,person,0.5081,1062,342,1110,440,1086.0,391.0,1086.0,440.0
20,0.760,11,person,0.6664,494,330,532,421,513.0,375.5,513.0,421.0
20,0.760,12,person,0.4569,1181,363,1220,443,1200.5,403.0,1200.5,443.0
20,0.760,14,person,0.6816,1408,420,1448,515,1428.0,467.5,1428.0,515.0
20,0.760,15,person,0.4903,1110,399,1161,494,1135.5,446.5,1135.5,494.0
20,0.760,43,person,0.7231,806,291,844,378,825.0,334.5,825.0,378.0
20,0.760,13,person,0.3704,851,301,896,390,873.5,345.5,873.5,390.0
20,0.760,7,person,0.6575,939,463,991,568,965.0,515.5,965.0,568.0
20,0.760,19,person,0.3589,862,302,889,353,875.5,327.5,875.5,353.0
21,0.800,1,person,0.7405,1392,510,1453,629,1422.5,569.5,1422.5,629.0
21,0.800,2,person,0.8694,1300,682,1371,831,1335.5,756.5,1335.5,831.0
21,0.800,3,person,0.8327,665,531,728,647,696.5,589.0,696.5,647.0
21,0.800,4,person,0.7995,250,363,299,464,274.5,413.5,274.5,464.0
21,0.800,5,person,0.8042,153,632,221,782,187.0,707.0,187.0,782.0
21,0.800,6,person,0.4876,1552,586,1611,677,1581.5,631.5,1581.5,677.0
21,0.800,8,person,0.6892,710,354,760,458,735.0,406.0,735.0,458.0
21,0.800,9,person,0.4688,1060,343,1105,437,1082.5,390.0,1082.5,437.0
21,0.800,11,person,0.6950,485,335,524,424,504.5,379.5,504.5,424.0
21,0.800,12,person,0.5791,1171,364,1211,449,1191.0,406.5,1191.0,449.0
21,0.800,14,person,0.6719,1406,425,1444,517,1425.0,471.0,1425.0,517.0
21,0.800,15,person,0.6585,1101,408,1147,495,1124.0,451.5,1124.0,495.0
21,0.800,43,person,0.7146,802,294,840,381,821.0,337.5,821.0,381.0
21,0.800,13,person,0.5803,848,305,890,388,869.0,346.5,869.0,388.0
21,0.800,7,person,0.6652,937,465,989,571,963.0,518.0,963.0,571.0
22,0.840,1,person,0.6853,1389,514,1447,629,1418.0,571.5,1418.0,629.0
22,0.840,2,person,0.8607,1296,680,1366,828,1331.0,754.0,1331.0,828.0
22,0.840,3,person,0.7929,661,534,725,651,693.0,592.5,693.0,651.0
22,0.840,4,person,0.7338,243,367,291,467,267.0,417.0,267.0,467.0
22,0.840,5,person,0.8687,144,635,214,787,179.0,711.0,179.0,787.0
22,0.840,6,person,0.5564,1547,591,1606,680,1576.5,635.5,1576.5,680.0
