frame_number,timestamp_s,possession_team,closest_player_id,closest_distance_m,team_A_pct,team_B_pct
124,4.9200,Team B,7,0.81,50.00,50.00
125,4.9600,Team B,7,1.03,49.59,50.41
126,5.0000,Team B,7,1.27,49.18,50.82
127,5.0400,Team B,7,1.31,48.78,51.22
128,5.0800,Team B,7,1.39,48.39,51.61
129,5.1200,Team B,7,1.42,48.00,52.00
130,5.1600,Team B,7,1.47,47.62,52.38
131,5.2000,Team B,7,1.49,47.24,52.76
132,5.2400,Team B,7,1.51,46.88,53.12
133,5.2800,Team B,7,1.56,46.51,53.49
134,5.3200,Team B,7,1.65,46.15,53.85
135,5.3600,Team B,7,1.71,45.80,54.20
136,5.4000,Team B,7,1.74,45.45,54.55
137,5.4400,Team B,7,1.81,45.11,54.89
138,5.4800,Team B,7,1.71,44.78,55.22
139,5.5200,Team B,7,1.60,44.44,55.56
140,5.5600,Team B,7,1.55,44.12,55.88
141,5.6000,Team B,7,1.59,43.80,56.20
142,5.6400,Team B,7,1.67,43.48,56.52
143,5.6800,Team B,7,1.61,43.17,56.83
144,5.7200,Team B,7,1.39,42.86,57.14
145,5.7600,Team B,7,1.41,42.55,57.45
146,5.8000,Team B,7,1.37,42.25,57.75
147,5.8400,Team B,7,1.20,41.96,58.04
148,5.8800,Team B,7,1.08,41.67,58.33
149,5.9200,Team B,7,1.04,41.38,58.62
150,5.9600,Team B,145,1.81,41.10,58.90
151,6.0000,Team B,142,9.07,40.82,59.18
152,6.0400,Team B,142,26.91,40.54,59.46
153,6.0800,Team B,7,0.67,40.27,59.73
154,6.1200,Team B,7,2.28,40.00,60.00
155,6.1600,Team B,69,4.50,39.74,60.26
156,6.2000,Team B,69,4.83,39.47,60.53
157,6.2400,Team B,69,5.77,39.22,60.78
158,6.2800,Team B,69,6.67,38.96,61.04
159,6.3200,Team B,7,0.73,38.71,61.29
160,6.3600,Team B,7,1.93,38.46,61.54
161,6.4000,Team B,7,2.93,38.22,61.78
162,6.4400,Team B,7,3.95,37.97,62.03
163,6.4800,Team B,7,4.46,37.74,62.26
164,6.5200,Team B,69,4.33,37.50,62.50
165,6.5600,Team B,69,4.42,37.27,62.73
166,6.6000,Team B,69,4.57,37.04,62.96
167,6.6400,Team B,69,4.68,36.81,63.19
168,6.6800,Team B,69,5.02,36.59,63.41
169,6.7200,Team B,69,5.29,36.36,63.64
170,6.7600,Team B,69,5.53,36.14,63.86
171,6.8000,Team B,69,5.67,35.93,64.07
172,6.8400,Team B,69,5.83,35.71,64.29
173,6.8800,Team B,69,6.28,35.50,64.50
174,6.9200,Team B,69,6.65,35.29,64.71
175,6.9600,Team B,69,7.14,35.09,64.91
176,7.0000,Team B,6,6.82,34.88,65.12
177,7.0400,Team B,6,6.36,34.68,65.32
178,7.0800,Team B,6,5.98,34.48,65.52
179,7.1200,Team B,6,5.45,34.29,65.71
180,7.1600,Team B,6,5.00,34.09,65.91
181,7.2000,Team B,6,4.55,33.90,66.10
182,7.2400,Team B,6,4.04,33.71,66.29
183,7.2800,Team B,6,3.56,33.52,66.48
184,7.3200,Team B,6,3.27,33.33,66.67
185,7.3600,Team B,6,2.85,33.15,66.85
186,7.4000,Team B,6,2.43,32.97,67.03
187,7.4400,Team B,6,1.93,32.79,67.21
188,7.4800,Team B,6,1.52,32.61,67.39
189,7.5200,Team B,6,1.22,32.43,67.57
190,7.5600,Team B,6,0.75,32.26,67.74
191,7.6000,Team B,6,0.62,32.09,67.91
192,7.6400,Team B,6,0.91,31.91,68.09
193,7.6800,Team B,6,1.11,31.75,68.25
194,7.7200,Team B,6,1.28,31.58,68.42
195,7.7600,Team B,6,1.48,31.41,68.59
196,7.8000,Team B,6,1.66,31.25,68.75
197,7.8400,Team B,6,1.79,31.09,68.91
198,7.8800,Team B,6,2.00,30.93,69.07
199,7.9200,Team B,6,2.18,30.77,69.23
200,7.9600,Team B,6,2.34,30.61,69.39
201,8.0000,Team B,6,2.46,30.46,69.54
202,8.0400,Team B,6,2.54,30.30,69.70
203,8.0800,Team B,6,2.64,30.15,69.85
204,8.1200,Team B,6,2.72,30.00,70.00
205,8.1600,Team B,6,2.79,29.85,70.15
206,8.2000,Team B,6,2.77,29.70,70.30
207,8.2400,Team B,6,2.78,29.56,70.44
208,8.2800,Team B,6,2.83,29.41,70.59
209,8.3200,Team B,6,2.86,29.27,70.73
210,8.3600,Team B,6,2.92,29.13,70.87
211,8.4000,Team B,6,2.97,28.99,71.01
212,8.4400,Team B,6,2.96,28.85,71.15
213,8.4800,Team B,6,2.87,28.71,71.29
214,8.5200,Team B,6,2.74,28.57,71.43
215,8.5600,Team B,6,2.65,28.44,71.56
216,8.6000,Team B,6,2.61,28.30,71.70
217,8.6400,Team B,6,2.57,28.17,71.83
218,8.6800,Team B,6,2.52,28.04,71.96
219,8.7200,Team B,6,2.38,27.91,72.09
220,8.7600,Team B,6,2.24,27.78,72.22
221,8.8000,Team B,6,2.21,27.65,72.35
222,8.8400,Team B,6,2.15,27.52,72.48
223,8.8800,Team B,6,2.04,27.40,72.60
224,8.9200,Team B,6,1.96,27.27,72.73
225,8.9600,Team B,6,1.88,27.15,72.85
226,9.0000,Team B,6,1.83,27.03,72.97
227,9.0400,Team B,6,1.76,26.91,73.09
228,9.0800,Team B,6,1.69,26.79,73.21
229,9.1200,Team B,6,1.59,26.67,73.33
230,9.1600,Team B,6,1.48,26.55,73.45
231,9.2000,Team B,6,1.43,26.43,73.57
232,9.2400,Team B,6,1.37,26.32,73.68
233,9.2800,Team B,6,1.35,26.20,73.80
234,9.3200,Team B,6,1.12,26.09,73.91
235,9.3600,Team B,6,0.98,25.97,74.03
236,9.4000,Team B,6,1.16,25.86,74.14
237,9.4400,Team B,6,1.17,25.75,74.25
238,9.4800,Team B,6,0.99,25.64,74.36
239,9.5200,Team B,6,0.94,25.53,74.47
240,9.5600,Team B,6,1.04,25.42,74.58
241,9.6000,Team B,2,0.84,25.32,74.68
242,9.6400,Team B,2,4.61,25.21,74.79
243,9.6800,Team B,2,8.62,25.10,74.90
244,9.7200,Team B,2,12.17,25.00,75.00
245,9.7600,Team B,2,15.36,24.90,75.10
246,9.8000,Team B,2,18.22,24.79,75.21
247,9.8400,Team B,2,20.73,24.69,75.31
248,9.8800,Team B,292,22.15,24.59,75.41
249,9.9200,Team B,292,23.20,24.49,75.51
250,9.9600,Team B,292,24.18,24.39,75.61
251,10.0000,Team B,292,25.10,24.29,75.71
252,10.0400,Team B,292,26.00,24.19,75.81
253,10.0800,Team B,292,26.73,24.10,75.90
254,10.1200,Team B,292,27.30,24.00,76.00
255,10.1600,Team B,292,27.79,23.90,76.10
256,10.2000,Team B,292,28.16,23.81,76.19
257,10.2400,Team B,-1,-1,23.72,76.28
258,10.2800,Team B,-1,-1,23.62,76.38
259,10.3200,Team B,-1,-1,23.53,76.47
260,10.3600,Team B,-1,-1,23.44,76.56
261,10.4000,Team B,-1,-1,23.35,76.65
262,10.4400,Team B,-1,-1,23.26,76.74
263,10.4800,Team B,-1,-1,23.17,76.83
264,10.5200,Team B,-1,-1,23.08,76.92
265,10.5600,Team B,-1,-1,22.99,77.01
266,10.6000,Team B,-1,-1,22.90,77.10
267,10.6400,Team B,-1,-1,22.81,77.19
268,10.6800,Team B,-1,-1,22.73,77.27
269,10.7200,Team B,-1,-1,22.64,77.36
270,10.7600,Team B,-1,-1,22.56,77.44
271,10.8000,Team B,-1,-1,22.47,77.53
272,10.8400,Team B,69,4.14,22.39,77.61
273,10.8800,Team B,69,4.40,22.30,77.70
274,10.9200,Team B,69,4.65,22.22,77.78
275,10.9600,Team B,69,4.81,22.14,77.86
276,11.0000,Team B,7,4.98,22.06,77.94
277,11.0400,Team B,7,4.55,21.98,78.02
278,11.0800,Team B,7,3.75,21.90,78.10
279,11.1200,Team B,7,3.63,21.82,78.18
280,11.1600,Team B,7,3.41,21.74,78.26
281,11.2000,Team B,7,2.57,21.66,78.34
282,11.2400,Team B,7,2.18,21.58,78.42
283,11.2800,Team B,7,1.98,21.51,78.49
284,11.3200,Team B,7,1.24,21.43,78.57
285,11.3600,Team B,7,0.55,21.35,78.65
286,11.4000,Team B,6,0.98,21.28,78.72
287,11.4400,Team B,6,1.99,21.20,78.80
288,11.4800,Team B,6,1.20,21.13,78.87
289,11.5200,Team B,6,1.20,21.05,78.95
290,11.5600,Team B,6,1.21,20.98,79.02
291,11.6000,Team B,6,1.23,20.91,79.09
292,11.6400,Team B,7,0.54,20.83,79.17
293,11.6800,Team B,7,1.10,20.76,79.24
294,11.7200,Team B,7,1.80,20.69,79.31
295,11.7600,Team B,7,2.42,20.62,79.38
296,11.8000,Team B,7,2.97,20.55,79.45
297,11.8400,Team B,7,3.42,20.48,79.52
298,11.8800,Team B,7,3.81,20.41,79.59
299,11.9200,Team B,7,4.03,20.34,79.66
300,11.9600,Team B,7,4.37,20.27,79.73
301,12.0000,Team B,7,4.90,20.20,79.80
302,12.0400,Team B,7,5.24,20.13,79.87
303,12.0800,Team B,428,1.84,20.07,79.93
304,12.1200,Team B,7,6.02,20.00,80.00
305,12.1600,Team B,6,6.14,19.93,80.07
306,12.2000,Team B,428,1.78,19.87,80.13
307,12.2400,Team B,428,1.91,19.80,80.20
308,12.2800,Team B,428,2.01,19.74,80.26
309,12.3200,Team B,428,2.20,19.67,80.33
310,12.3600,Team B,428,2.31,19.61,80.39
311,12.4000,Team B,428,2.57,19.54,80.46
312,12.4400,Team B,69,0.82,19.48,80.52
313,12.4800,Team B,6,3.88,19.42,80.58
314,12.5200,Team B,232,3.26,19.35,80.65
315,12.5600,Team B,69,0.80,19.29,80.71
316,12.6000,Team B,69,0.79,19.23,80.77
317,12.6400,Team B,69,0.81,19.17,80.83
318,12.6800,Team B,69,0.81,19.11,80.89
319,12.7200,Team B,69,0.80,19.05,80.95
320,12.7600,Team B,69,0.85,18.99,81.01
321,12.8000,Team B,69,0.86,18.93,81.07
322,12.8400,Team B,69,0.83,18.87,81.13
323,12.8800,Team B,69,0.84,18.81,81.19
324,12.9200,Team B,69,0.90,18.75,81.25
325,12.9600,Team B,69,0.97,18.69,81.31
326,13.0000,Team B,69,0.92,18.63,81.37
327,13.0400,Team B,69,0.89,18.58,81.42
328,13.0800,Team B,361,19.49,18.52,81.48
329,13.1200,Team B,361,19.52,18.46,81.54
330,13.1600,Team B,6,2.55,18.40,81.60
331,13.2000,Team B,6,2.66,18.35,81.65
332,13.2400,Team B,6,2.79,18.29,81.71
333,13.2800,Team B,6,2.95,18.24,81.76
334,13.3200,Team B,6,2.98,18.18,81.82
335,13.3600,Team B,6,2.87,18.13,81.87
336,13.4000,Team B,6,2.88,18.07,81.93
337,13.4400,Team B,6,2.81,18.02,81.98
338,13.4800,Team B,6,2.70,17.96,82.04
339,13.5200,Team B,6,2.58,17.91,82.09
340,13.5600,Team B,6,2.50,17.86,82.14
341,13.6000,Team B,6,2.32,17.80,82.20
342,13.6400,Team B,6,2.10,17.75,82.25
343,13.6800,Team B,6,2.15,17.70,82.30
344,13.7200,Team B,6,1.88,17.65,82.35
345,13.7600,Team B,6,1.73,17.60,82.40
346,13.8000,Team B,6,1.50,17.54,82.46
347,13.8400,Team B,477,1.28,17.49,82.51
348,13.8800,Team B,6,1.48,17.44,82.56
349,13.9200,Team B,6,1.75,17.39,82.61
350,13.9600,Team B,6,2.01,17.34,82.66
351,14.0000,Team B,6,2.15,17.29,82.71
352,14.0400,Team B,6,2.24,17.24,82.76
353,14.0800,Team B,6,1.58,17.19,82.81
354,14.1200,Team B,6,2.03,17.14,82.86
355,14.1600,Team B,6,2.27,17.09,82.91
356,14.2000,Team B,6,2.37,17.05,82.95
357,14.2400,Team B,6,2.32,17.00,83.00
358,14.2800,Team B,6,2.40,16.95,83.05
359,14.3200,Team B,6,2.47,16.90,83.10
360,14.3600,Team B,6,2.56,16.85,83.15
361,14.4000,Team B,6,2.55,16.81,83.19
362,14.4400,Team B,6,2.54,16.76,83.24
363,14.4800,Team B,6,2.51,16.71,83.29
364,14.5200,Team B,6,2.58,16.67,83.33
365,14.5600,Team B,6,2.58,16.62,83.38
366,14.6000,Team B,6,2.63,16.57,83.43
367,14.6400,Team B,6,2.61,16.53,83.47
368,14.6800,Team B,6,2.55,16.48,83.52
369,14.7200,Team B,6,2.57,16.44,83.56
370,14.7600,Team B,6,2.53,16.39,83.61
371,14.8000,Team B,6,2.53,16.35,83.65
372,14.8400,Team B,6,2.53,16.30,83.70
373,14.8800,Team B,6,2.61,16.26,83.74
374,14.9200,Team B,6,2.70,16.22,83.78
375,14.9600,Team B,6,2.56,16.17,83.83
376,15.0000,Team B,6,2.67,16.13,83.87
377,15.0400,Team B,6,2.74,16.09,83.91
378,15.0800,Team B,6,2.77,16.04,83.96
379,15.1200,Team B,6,2.51,16.00,84.00
380,15.1600,Team B,6,2.42,15.96,84.04
381,15.2000,Team B,6,2.33,15.92,84.08
382,15.2400,Team B,6,2.31,15.87,84.13
383,15.2800,Team B,6,2.35,15.83,84.17
384,15.3200,Team B,6,2.43,15.79,84.21
385,15.3600,Team B,6,2.41,15.75,84.25
386,15.4000,Team B,6,2.33,15.71,84.29
387,15.4400,Team B,6,2.37,15.67,84.33
388,15.4800,Team B,6,2.38,15.62,84.38
389,15.5200,Team B,6,2.45,15.58,84.42
390,15.5600,Team B,6,2.43,15.54,84.46
391,15.6000,Team B,6,2.32,15.50,84.50
392,15.6400,Team B,6,2.35,15.46,84.54
393,15.6800,Team B,6,2.11,15.42,84.58
394,15.7200,Team B,6,1.96,15.38,84.62
395,15.7600,Team B,6,1.95,15.35,84.65
396,15.8000,Team B,6,1.87,15.31,84.69
397,15.8400,Team B,6,1.88,15.27,84.73
398,15.8800,Team B,6,1.72,15.23,84.77
399,15.9200,Team B,6,1.74,15.19,84.81
400,15.9600,Team B,6,1.36,15.15,84.85
401,16.0000,Team B,6,1.20,15.11,84.89
402,16.0400,Team B,6,1.23,15.08,84.92
403,16.0800,Team B,6,1.30,15.04,84.96
404,16.1200,Team B,6,1.41,15.00,85.00
405,16.1600,Team B,6,1.52,14.96,85.04
406,16.2000,Team B,6,1.69,14.93,85.07
407,16.2400,Team B,6,1.84,14.89,85.11
408,16.2800,Team B,6,1.97,14.85,85.15
409,16.3200,Team B,6,2.15,14.81,85.19
410,16.3600,Team B,6,2.30,14.78,85.22
411,16.4000,Team B,6,2.38,14.74,85.26
412,16.4400,Team B,6,2.45,14.71,85.29
413,16.4800,Team B,6,2.49,14.67,85.33
414,16.5200,Team B,6,2.53,14.63,85.37
415,16.5600,Team B,6,2.59,14.60,85.40
416,16.6000,Team B,6,2.62,14.56,85.44
417,16.6400,Team B,363,7.70,14.53,85.47
418,16.6800,Team B,363,7.05,14.49,85.51
419,16.7200,Team B,363,6.69,14.46,85.54
420,16.7600,Team B,363,5.83,14.42,85.58
421,16.8000,Team B,363,5.46,14.39,85.61
422,16.8400,Team B,363,4.71,14.35,85.65
423,16.8800,Team B,363,4.33,14.32,85.68
424,16.9200,Team B,363,3.92,14.29,85.71
425,16.9600,Team B,363,3.76,14.25,85.75
426,17.0000,Team B,363,3.36,14.22,85.78
427,17.0400,Team B,363,2.92,14.18,85.82
428,17.0800,Team B,363,2.75,14.15,85.85
429,17.1200,Team B,363,2.57,14.12,85.88
430,17.1600,Team B,363,2.28,14.08,85.92
431,17.2000,Team B,363,1.75,14.05,85.95
432,17.2400,Team B,363,1.31,14.02,85.98
433,17.2800,Team B,363,0.95,13.99,86.01
434,17.3200,Team B,363,0.86,13.95,86.05
435,17.3600,Team B,363,0.87,13.92,86.08
436,17.4000,Team B,363,1.03,13.89,86.11
437,17.4400,Team B,363,1.23,13.86,86.14
438,17.4800,Team B,363,1.16,13.82,86.18
439,17.5200,Team B,363,0.99,13.79,86.21
440,17.5600,Team B,89,0.60,13.76,86.24
441,17.6000,Team B,89,19.88,13.73,86.27
442,17.6400,Team B,363,1.25,13.70,86.30
443,17.6800,Team B,363,14.53,13.67,86.33
444,17.7200,Team B,363,1.16,13.64,86.36
445,17.7600,Team B,363,1.42,13.61,86.39
446,17.8000,Team B,363,1.46,13.57,86.43
447,17.8400,Team B,363,1.33,13.54,86.46
448,17.8800,Team B,363,1.19,13.51,86.49
449,17.9200,Team B,363,1.20,13.48,86.52
450,17.9600,Team B,363,1.15,13.45,86.55
451,18.0000,Team B,363,1.07,13.42,86.58
452,18.0400,Team B,363,0.95,13.39,86.61
453,18.0800,Team B,363,0.86,13.36,86.64
454,18.1200,Team B,363,0.82,13.33,86.67
455,18.1600,Team B,363,0.77,13.30,86.70
456,18.2000,Team B,363,0.76,13.27,86.73
457,18.2400,Team B,337,13.04,13.25,86.75
458,18.2800,Team B,337,17.51,13.22,86.78
459,18.3200,Team B,337,22.06,13.19,86.81
460,18.3600,Team B,337,26.49,13.16,86.84
461,18.4000,Team B,337,30.64,13.13,86.87
462,18.4400,Team B,337,34.51,13.10,86.90
463,18.4800,Team B,337,38.23,13.07,86.93
464,18.5200,Team B,337,41.34,13.04,86.96
465,18.5600,Team B,337,44.24,13.02,86.98
466,18.6000,Team B,-1,-1,12.99,87.01
467,18.6400,Team B,-1,-1,12.96,87.04
468,18.6800,Team B,-1,-1,12.93,87.07
469,18.7200,Team B,-1,-1,12.90,87.10
470,18.7600,Team B,363,2.87,12.88,87.12
471,18.8000,Team B,363,3.86,12.85,87.15
472,18.8400,Team B,340,3.86,12.82,87.18
473,18.8800,Team B,340,4.06,12.79,87.21
474,18.9200,Team B,340,4.03,12.77,87.23
475,18.9600,Team B,340,4.26,12.74,87.26
476,19.0000,Team B,340,4.52,12.71,87.29
477,19.0400,Team B,340,4.98,12.68,87.32
478,19.0800,Team B,6,0.36,12.66,87.34
479,19.1200,Team B,361,16.86,12.63,87.37
480,19.1600,Team B,361,16.80,12.61,87.39
481,19.2000,Team B,361,6.70,12.58,87.42
482,19.2400,Team B,361,5.98,12.55,87.45
483,19.2800,Team B,361,5.81,12.53,87.47
484,19.3200,Team B,361,5.40,12.50,87.50
485,19.3600,Team B,361,4.66,12.47,87.53
486,19.4000,Team B,361,4.44,12.45,87.55
487,19.4400,Team B,361,4.14,12.42,87.58
488,19.4800,Team B,361,3.82,12.40,87.60
489,19.5200,Team B,361,3.37,12.37,87.63
490,19.5600,Team B,361,3.25,12.35,87.65
491,19.6000,Team B,361,2.96,12.32,87.68
492,19.6400,Team B,361,2.37,12.30,87.70
493,19.6800,Team B,361,1.47,12.27,87.73
494,19.7200,Team B,361,0.98,12.24,87.76
495,19.7600,Team B,361,0.85,12.22,87.78
496,19.8000,Team B,361,0.94,12.20,87.80
497,19.8400,Team B,361,1.19,12.17,87.83
498,19.8800,Team B,361,1.52,12.15,87.85
499,19.9200,Team B,361,1.81,12.12,87.88
500,19.9600,Team B,361,1.84,12.10,87.90
501,20.0000,Team B,361,1.89,12.07,87.93
502,20.0400,Team B,361,1.97,12.05,87.95
503,20.0800,Team B,361,2.06,12.02,87.98
504,20.1200,Team B,361,2.29,12.00,88.00
505,20.1600,Team B,361,1.41,11.98,88.02
506,20.2000,Team B,361,1.41,11.95,88.05
507,20.2400,Team B,361,1.49,11.93,88.07
508,20.2800,Team B,361,1.40,11.90,88.10
509,20.3200,Team B,361,1.41,11.88,88.12
510,20.3600,Team B,361,1.23,11.86,88.14
511,20.4000,Team B,361,1.20,11.83,88.17
512,20.4400,Team B,361,1.34,11.81,88.19
513,20.4800,Team B,361,1.63,11.79,88.21
514,20.5200,Team B,361,1.67,11.76,88.24
515,20.5600,Team B,361,1.68,11.74,88.26
516,20.6000,Team B,361,1.69,11.72,88.28
517,20.6400,Team B,361,1.62,11.70,88.30
518,20.6800,Team B,361,1.58,11.67,88.33
519,20.7200,Team B,361,1.62,11.65,88.35
520,20.7600,Team B,361,1.69,11.63,88.37
521,20.8000,Team B,361,1.75,11.61,88.39
522,20.8400,Team B,361,1.91,11.58,88.42
523,20.8800,Team B,361,1.57,11.56,88.44
524,20.9200,Team B,361,1.30,11.54,88.46
525,20.9600,Team B,361,1.23,11.52,88.48
526,21.0000,Team B,361,1.22,11.49,88.51
527,21.0400,Team B,361,1.20,11.47,88.53
528,21.0800,Team B,361,1.23,11.45,88.55
529,21.1200,Team B,6,0.73,11.43,88.57
530,21.1600,Team B,495,0.79,11.41,88.59
531,21.2000,Team B,89,4.61,11.39,88.61
532,21.2400,Team B,428,18.15,11.36,88.64
533,21.2800,Team B,527,38.86,11.34,88.66
534,21.3200,Team B,527,62.24,11.32,88.68
535,21.3600,Team B,527,89.72,11.30,88.70
536,21.4000,Team B,527,120.55,11.28,88.72
537,21.4400,Team B,527,154.94,11.26,88.74
538,21.4800,Team B,527,192.70,11.24,88.76
539,21.5200,Team B,527,234.04,11.21,88.79
540,21.5600,Team B,527,278.06,11.19,88.81
541,21.6000,Team B,527,323.84,11.17,88.83
542,21.6400,Team B,527,370.45,11.15,88.85
543,21.6800,Team B,527,416.29,11.13,88.87
544,21.7200,Team B,527,459.67,11.11,88.89
545,21.7600,Team B,527,498.92,11.09,88.91
546,21.8000,Team B,361,1.40,11.07,88.93
547,21.8400,Team B,361,1.44,11.05,88.95
548,21.8800,Team B,561,10.17,11.03,88.97
549,21.9200,Team B,6,0.29,11.01,88.99
550,21.9600,Team B,6,8.35,10.99,89.01
551,22.0000,Team B,361,1.84,10.97,89.03
552,22.0400,Team B,361,1.91,10.95,89.05
553,22.0800,Team B,361,1.96,10.93,89.07
554,22.1200,Team B,361,1.96,10.91,89.09
555,22.1600,Team B,361,1.95,10.89,89.11
556,22.2000,Team B,361,1.99,10.87,89.13
