frame_number,timestamp,detection_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y,bottom_center_x,bottom_center_y
2,0.040,23,person,0.2520,1511,443,1539,511,1525.0,477.0,1525.0,511.0
3,0.080,1,person,0.8969,1622,516,1692,626,1657.0,571.0,1657.0,626.0
3,0.080,2,person,0.8457,1421,481,1511,600,1466.0,540.5,1466.0,600.0
3,0.080,3,person,0.8432,1398,659,1476,814,1437.0,736.5,1437.0,814.0
3,0.080,4,person,0.7672,295,596,369,748,332.0,672.0,332.0,748.0
3,0.080,5,person,0.7608,831,325,877,428,854.0,376.5,854.0,428.0
3,0.080,6,person,0.7219,788,467,832,567,810.0,517.0,810.0,567.0
3,0.080,7,person,0.7143,435,329,477,419,456.0,374.0,456.0,419.0
3,0.080,8,person,0.7138,33,249,73,337,53.0,293.0,53.0,337.0
3,0.080,9,person,0.7042,1031,431,1082,534,1056.5,482.5,1056.5,534.0
3,0.080,10,person,0.6835,1141,318,1199,405,1170.0,361.5,1170.0,405.0
3,0.080,11,person,0.6781,648,300,677,388,662.5,344.0,662.5,388.0
3,0.080,12,person,0.6624,1229,369,1283,470,1256.0,419.5,1256.0,470.0
3,0.080,13,person,0.6230,1505,398,1551,506,1528.0,452.0,1528.0,506.0
3,0.080,14,person,0.5875,1356,328,1406,448,1381.0,388.0,1381.0,448.0
3,0.080,15,person,0.5740,955,267,988,355,971.5,311.0,971.5,355.0
3,0.080,16,person,0.4262,978,272,1013,364,995.5,318.0,995.5,364.0
3,0.080,17,person,0.3482,953,266,1015,363,984.0,314.5,984.0,363.0
3,0.080,18,person,0.2617,1743,264,1772,335,1757.5,299.5,1757.5,335.0
3,0.080,19,person,0.2601,963,279,1014,365,988.5,322.0,988.5,365.0
4,0.120,1,person,0.8908,1614,518,1692,627,1653.0,572.5,1653.0,627.0
4,0.120,2,person,0.8276,416,330,469,421,442.5,375.5,442.5,421.0
4,0.120,3,person,0.8261,1417,486,1510,602,1463.5,544.0,1463.5,602.0
4,0.120,4,person,0.8158,1393,657,1470,808,1431.5,732.5,1431.5,808.0
4,0.120,5,person,0.7936,292,599,354,750,323.0,674.5,323.0,750.0
4,0.120,6,person,0.7752,777,467,825,565,801.0,516.0,801.0,565.0
4,0.120,7,person,0.7484,1030,434,1074,534,1052.0,484.0,1052.0,534.0
4,0.120,8,person,0.7286,832,327,869,425,850.5,376.0,850.5,425.0
4,0.120,9,person,0.7192,22,251,65,337,43.5,294.0,43.5,337.0
4,0.120,10,person,0.7045,1225,369,1275,470,1250.0,419.5,1250.0,470.0
4,0.120,11,person,0.6212,1499,395,1546,501,1522.5,448.0,1522.5,501.0
4,0.120,12,person,0.6191,638,299,666,388,652.0,343.5,652.0,388.0
4,0.120,13,person,0.5367,1130,316,1194,403,1162.0,359.5,1162.0,403.0
4,0.120,14,person,0.5205,1344,352,1378,445,1361.0,398.5,1361.0,445.0
4,0.120,15,person,0.4568,1342,337,1384,448,1363.0,392.5,1363.0,448.0
4,0.120,16,person,0.3927,968,272,1007,365,987.5,318.5,987.5,365.0
4,0.120,17,person,0.3665,949,267,977,360,963.0,313.5,963.0,360.0
4,0.120,18,person,0.2786,1128,348,1199,405,1163.5,376.5,1163.5,405.0
4,0.120,19,person,0.2730,1726,267,1759,343,1742.5,305.0,1742.5,343.0
5,0.160,1,person,0.9035,1606,520,1697,627,1651.5,573.5,1651.5,627.0
5,0.160,2,person,0.8251,1386,659,1462,805,1424.0,732.0,1424.0,805.0
5,0.160,3,person,0.8071,281,598,347,752,314.0,675.0,314.0,752.0
5,0.160,4,person,0.7978,770,469,820,571,795.0,520.0,795.0,571.0
5,0.160,5,person,0.7950,404,332,462,425,433.0,378.5,433.0,425.0
5,0.160,6,person,0.7520,824,326,859,427,841.5,376.5,841.5,427.0
5,0.160,7,person,0.7264,1030,434,1069,535,1049.5,484.5,1049.5,535.0
5,0.160,8,person,0.6942,1214,368,1265,469,1239.5,418.5,1239.5,469.0
5,0.160,9,person,0.6888,1416,492,1496,600,1456.0,546.0,1456.0,600.0
5,0.160,10,person,0.6573,934,273,965,358,949.5,315.5,949.5,358.0
5,0.160,11,person,0.6057,630,302,658,389,644.0,345.5,644.0,389.0
5,0.160,12,person,0.5838,1488,397,1538,502,1513.0,449.5,1513.0,502.0
5,0.160,13,person,0.5782,1330,332,1374,443,1352.0,387.5,1352.0,443.0
5,0.160,14,person,0.5735,12,254,54,333,33.0,293.5,33.0,333.0
5,0.160,15,person,0.5729,1446,491,1497,601,1471.5,546.0,1471.5,601.0
5,0.160,16,person,0.5021,1122,318,1180,401,1151.0,359.5,1151.0,401.0
5,0.160,17,person,0.3969,961,276,999,365,980.0,320.5,980.0,365.0
5,0.160,18,person,0.3808,1713,267,1744,340,1728.5,303.5,1728.5,340.0
5,0.160,19,person,0.2697,1453,489,1492,565,1472.5,527.0,1472.5,565.0
5,0.160,20,person,0.2574,1137,317,1176,393,1156.5,355.0,1156.5,393.0
6,0.200,1,person,0.8753,1596,518,1689,629,1642.5,573.5,1642.5,629.0
6,0.200,2,person,0.8547,270,599,340,751,305.0,675.0,305.0,751.0
6,0.200,3,person,0.8497,1420,488,1489,603,1454.5,545.5,1454.5,603.0
6,0.200,4,person,0.8442,1382,666,1458,812,1420.0,739.0,1420.0,812.0
6,0.200,5,person,0.8226,391,334,443,426,417.0,380.0,417.0,426.0
6,0.200,6,person,0.7553,617,299,651,392,634.0,345.5,634.0,392.0
6,0.200,7,person,0.7523,1205,372,1256,471,1230.5,421.5,1230.5,471.0
6,0.200,8,person,0.7304,759,467,810,575,784.5,521.0,784.5,575.0
6,0.200,9,person,0.7018,1021,432,1063,535,1042.0,483.5,1042.0,535.0
6,0.200,10,person,0.6767,815,325,849,427,832.0,376.0,832.0,427.0
6,0.200,11,person,0.5950,1698,268,1732,341,1715.0,304.5,1715.0,341.0
6,0.200,12,person,0.5505,1321,344,1356,443,1338.5,393.5,1338.5,443.0
6,0.200,13,person,0.5430,1320,327,1364,443,1342.0,385.0,1342.0,443.0
6,0.200,14,person,0.4925,1484,399,1530,498,1507.0,448.5,1507.0,498.0
6,0.200,15,person,0.4754,922,268,955,360,938.5,314.0,938.5,360.0
6,0.200,16,person,0.4718,945,272,989,366,967.0,319.0,967.0,366.0
6,0.200,17,person,0.4263,1113,320,1174,406,1143.5,363.0,1143.5,406.0
6,0.200,18,person,0.4161,11,253,42,315,26.5,284.0,26.5,315.0
6,0.200,19,person,0.2999,7,255,45,325,26.0,290.0,26.0,325.0
7,0.240,1,person,0.8487,257,601,331,748,294.0,674.5,294.0,748.0
7,0.240,2,person,0.8337,1376,671,1444,808,1410.0,739.5,1410.0,808.0
7,0.240,3,person,0.8282,1592,522,1676,629,1634.0,575.5,1634.0,629.0
7,0.240,4,person,0.8152,1432,492,1485,603,1458.5,547.5,1458.5,603.0
7,0.240,5,person,0.7762,752,464,802,588,777.0,526.0,777.0,588.0
7,0.240,6,person,0.7587,807,325,846,429,826.5,377.0,826.5,429.0
7,0.240,7,person,0.7558,378,334,435,430,406.5,382.0,406.5,430.0
7,0.240,8,person,0.7538,1197,374,1246,471,1221.5,422.5,1221.5,471.0
7,0.240,9,person,0.7196,1006,430,1055,541,1030.5,485.5,1030.5,541.0
7,0.240,10,person,0.6762,605,302,644,394,624.5,348.0,624.5,394.0
7,0.240,11,person,0.6552,1309,327,1349,442,1329.0,384.5,1329.0,442.0
7,0.240,12,person,0.6036,1481,401,1523,499,1502.0,450.0,1502.0,499.0
7,0.240,13,person,0.5210,909,276,944,358,926.5,317.0,926.5,358.0
7,0.240,14,person,0.5035,946,279,981,366,963.5,322.5,963.5,366.0
7,0.240,15,person,0.4593,1111,321,1167,405,1139.0,363.0,1139.0,405.0
7,0.240,16,person,0.3910,0,263,31,331,15.5,297.0,15.5,331.0
7,0.240,17,person,0.3013,1686,272,1717,345,1701.5,308.5,1701.5,345.0
8,0.280,1,person,0.8652,1595,519,1668,630,1631.5,574.5,1631.5,630.0
8,0.280,2,person,0.8441,247,602,326,747,286.5,674.5,286.5,747.0
8,0.280,3,person,0.8441,747,475,796,591,771.5,533.0,771.5,591.0
8,0.280,4,person,0.8073,1368,672,1440,811,1404.0,741.5,1404.0,811.0
8,0.280,5,person,0.7793,1438,488,1481,608,1459.5,548.0,1459.5,608.0
8,0.280,6,person,0.7526,994,433,1050,543,1022.0,488.0,1022.0,543.0
8,0.280,7,person,0.7434,798,326,838,431,818.0,378.5,818.0,431.0
8,0.280,8,person,0.7366,368,335,418,428,393.0,381.5,393.0,428.0
8,0.280,9,person,0.6999,591,304,639,395,615.0,349.5,615.0,395.0
8,0.280,10,person,0.6743,1186,377,1240,471,1213.0,424.0,1213.0,471.0
8,0.280,11,person,0.6416,1477,402,1518,488,1497.5,445.0,1497.5,488.0
8,0.280,12,person,0.5693,932,276,971,367,951.5,321.5,951.5,367.0
8,0.280,13,person,0.5677,899,272,937,360,918.0,316.0,918.0,360.0
8,0.280,14,person,0.5166,1673,272,1704,345,1688.5,308.5,1688.5,345.0
8,0.280,15,person,0.5138,1299,351,1328,441,1313.5,396.0,1313.5,441.0
8,0.280,16,person,0.4723,1110,320,1162,407,1136.0,363.5,1136.0,407.0
8,0.280,17,person,0.4361,1295,341,1333,440,1314.0,390.5,1314.0,440.0
9,0.320,1,person,0.8410,1599,523,1666,634,1632.5,578.5,1632.5,634.0
9,0.320,2,person,0.8327,985,433,1049,544,1017.0,488.5,1017.0,544.0
9,0.320,3,person,0.8234,1365,671,1431,810,1398.0,740.5,1398.0,810.0
9,0.320,4,person,0.8172,236,607,318,756,277.0,681.5,277.0,756.0
9,0.320,5,person,0.7803,1435,486,1479,605,1457.0,545.5,1457.0,605.0
9,0.320,6,person,0.7629,361,335,408,428,384.5,381.5,384.5,428.0
9,0.320,7,person,0.7465,738,481,785,597,761.5,539.0,761.5,597.0
9,0.320,8,person,0.7322,1174,372,1233,474,1203.5,423.0,1203.5,474.0
9,0.320,9,person,0.7111,793,330,833,432,813.0,381.0,813.0,432.0
9,0.320,10,person,0.6825,1283,344,1321,441,1302.0,392.5,1302.0,441.0
9,0.320,11,person,0.6774,583,306,632,396,607.5,351.0,607.5,396.0
9,0.320,12,person,0.5726,929,288,964,371,946.5,329.5,946.5,371.0
9,0.320,13,person,0.5414,1471,404,1510,473,1490.5,438.5,1490.5,473.0
9,0.320,14,person,0.5061,1659,277,1692,346,1675.5,311.5,1675.5,346.0
9,0.320,15,person,0.4360,581,333,632,399,606.5,366.0,606.5,399.0
9,0.320,16,person,0.4311,891,273,931,363,911.0,318.0,911.0,363.0
9,0.320,17,person,0.3411,1119,322,1156,374,1137.5,348.0,1137.5,374.0
9,0.320,18,person,0.3373,1108,321,1160,408,1134.0,364.5,1134.0,408.0
10,0.360,1,person,0.8783,222,608,311,764,266.5,686.0,266.5,764.0
10,0.360,2,person,0.8510,978,437,1043,546,1010.5,491.5,1010.5,546.0
10,0.360,3,person,0.8371,1361,668,1425,812,1393.0,740.0,1393.0,812.0
10,0.360,4,person,0.8227,732,487,779,595,755.5,541.0,755.5,595.0
10,0.360,5,person,0.7907,1605,527,1662,636,1633.5,581.5,1633.5,636.0
10,0.360,6,person,0.7713,353,338,396,430,374.5,384.0,374.5,430.0
10,0.360,7,person,0.7657,1431,489,1476,607,1453.5,548.0,1453.5,607.0
10,0.360,8,person,0.7352,787,332,823,431,805.0,381.5,805.0,431.0
10,0.360,9,person,0.6922,1168,372,1226,476,1197.0,424.0,1197.0,476.0
10,0.360,10,person,0.6635,569,313,621,402,595.0,357.5,595.0,402.0
10,0.360,11,person,0.6239,879,280,918,360,898.5,320.0,898.5,360.0
10,0.360,12,person,0.5607,1463,406,1502,504,1482.5,455.0,1482.5,504.0
10,0.360,13,person,0.5317,1648,285,1679,346,1663.5,315.5,1663.5,346.0
10,0.360,14,person,0.5152,921,286,960,368,940.5,327.0,940.5,368.0
10,0.360,15,person,0.4570,1275,351,1308,441,1291.5,396.0,1291.5,441.0
10,0.360,16,person,0.3753,1099,325,1149,410,1124.0,367.5,1124.0,410.0
10,0.360,17,person,0.2889,1110,324,1155,376,1132.5,350.0,1132.5,376.0
10,0.360,18,person,0.2814,1457,408,1495,501,1476.0,454.5,1476.0,501.0
10,0.360,19,person,0.2732,1275,346,1329,440,1302.0,393.0,1302.0,440.0
11,0.400,1,person,0.8656,213,610,301,763,257.0,686.5,257.0,763.0
11,0.400,2,person,0.8614,720,489,771,598,745.5,543.5,745.5,598.0
11,0.400,3,person,0.8327,1603,524,1659,636,1631.0,580.0,1631.0,636.0
11,0.400,4,person,0.8086,973,439,1035,548,1004.0,493.5,1004.0,548.0
11,0.400,5,person,0.7990,1357,670,1420,811,1388.5,740.5,1388.5,811.0
11,0.400,6,person,0.7664,349,336,388,432,368.5,384.0,368.5,432.0
11,0.400,7,person,0.7663,1427,492,1474,610,1450.5,551.0,1450.5,610.0
11,0.400,8,person,0.7165,560,309,611,404,585.5,356.5,585.5,404.0
11,0.400,9,person,0.6718,1169,372,1218,474,1193.5,423.0,1193.5,474.0
11,0.400,10,person,0.6659,781,333,818,435,799.5,384.0,799.5,435.0
11,0.400,11,person,0.6509,1456,406,1496,505,1476.0,455.5,1476.0,505.0
11,0.400,12,person,0.6120,1259,349,1299,442,1279.0,395.5,1279.0,442.0
11,0.400,13,person,0.6056,873,275,916,360,894.5,317.5,894.5,360.0
11,0.400,14,person,0.4616,904,285,952,373,928.0,329.0,928.0,373.0
11,0.400,15,person,0.4454,1094,327,1138,414,1116.0,370.5,1116.0,414.0
11,0.400,16,person,0.4386,1636,276,1668,348,1652.0,312.0,1652.0,348.0
11,0.400,17,person,0.3691,993,438,1033,538,1013.0,488.0,1013.0,538.0
11,0.400,18,person,0.3100,1100,325,1150,413,1125.0,369.0,1125.0,413.0
12,0.440,1,person,0.8529,206,608,291,761,248.5,684.5,248.5,761.0
12,0.440,2,person,0.8378,710,491,764,598,737.0,544.5,737.0,598.0
12,0.440,3,person,0.8164,1350,671,1423,811,1386.5,741.0,1386.5,811.0
12,0.440,4,person,0.7965,1422,493,1472,610,1447.0,551.5,1447.0,610.0
12,0.440,5,person,0.7819,1598,532,1657,639,1627.5,585.5,1627.5,639.0
12,0.440,6,person,0.7249,970,441,1031,550,1000.5,495.5,1000.5,550.0
12,0.440,7,person,0.6754,774,338,812,433,793.0,385.5,793.0,433.0
12,0.440,8,person,0.6443,1246,348,1291,443,1268.5,395.5,1268.5,443.0
12,0.440,9,person,0.6371,344,339,378,434,361.0,386.5,361.0,434.0
12,0.440,10,person,0.6192,1167,373,1213,478,1190.0,425.5,1190.0,478.0
12,0.440,11,person,0.6077,550,310,602,404,576.0,357.0,576.0,404.0
12,0.440,12,person,0.5654,1448,405,1489,493,1468.5,449.0,1468.5,493.0
12,0.440,13,person,0.5605,1623,274,1654,351,1638.5,312.5,1638.5,351.0
12,0.440,14,person,0.5148,867,279,906,362,886.5,320.5,886.5,362.0
12,0.440,15,person,0.5082,1088,325,1144,420,1116.0,372.5,1116.0,420.0
12,0.440,16,person,0.4860,551,339,601,404,576.0,371.5,576.0,404.0
12,0.440,17,person,0.4589,890,292,953,378,921.5,335.0,921.5,378.0
12,0.440,18,person,0.3884,993,442,1031,528,1012.0,485.0,1012.0,528.0
12,0.440,19,person,0.3474,861,280,923,366,892.0,323.0,892.0,366.0
13,0.480,1,person,0.8445,1344,671,1410,811,1377.0,741.0,1377.0,811.0
13,0.480,2,person,0.8199,204,611,279,765,241.5,688.0,241.5,765.0
13,0.480,3,person,0.8012,1589,538,1653,643,1621.0,590.5,1621.0,643.0
13,0.480,4,person,0.7611,1417,496,1469,613,1443.0,554.5,1443.0,613.0
13,0.480,5,person,0.7591,699,495,758,610,728.5,552.5,728.5,610.0
13,0.480,6,person,0.6712,769,343,808,434,788.5,388.5,788.5,434.0
13,0.480,7,person,0.6601,986,441,1024,548,1005.0,494.5,1005.0,548.0
13,0.480,8,person,0.6453,547,315,589,405,568.0,360.0,568.0,405.0
13,0.480,9,person,0.6432,1159,373,1207,478,1183.0,425.5,1183.0,478.0
13,0.480,10,person,0.6191,973,440,1021,553,997.0,496.5,997.0,553.0
13,0.480,11,person,0.6015,339,344,366,439,352.5,391.5,352.5,439.0
13,0.480,12,person,0.5836,860,285,895,367,877.5,326.0,877.5,367.0
13,0.480,13,person,0.5799,1450,409,1479,489,1464.5,449.0,1464.5,489.0
13,0.480,14,person,0.5552,1610,281,1641,352,1625.5,316.5,1625.5,352.0
13,0.480,15,person,0.5496,1236,350,1275,443,1255.5,396.5,1255.5,443.0
13,0.480,16,person,0.4537,902,293,946,379,924.0,336.0,924.0,379.0
13,0.480,17,person,0.4399,988,442,1024,507,1006.0,474.5,1006.0,507.0
13,0.480,18,person,0.3804,905,293,941,364,923.0,328.5,923.0,364.0
13,0.480,19,person,0.3367,1236,349,1290,446,1263.0,397.5,1263.0,446.0
13,0.480,20,person,0.3254,1082,326,1140,418,1111.0,372.0,1111.0,418.0
14,0.520,1,person,0.8692,1338,671,1403,814,1370.5,742.5,1370.5,814.0
14,0.520,2,person,0.8205,690,501,755,613,722.5,557.0,722.5,613.0
14,0.520,3,person,0.7732,199,614,269,764,234.0,689.0,234.0,764.0
14,0.520,4,person,0.7382,976,442,1019,556,997.5,499.0,997.5,556.0
14,0.520,5,person,0.7341,542,318,579,406,560.5,362.0,560.5,406.0
14,0.520,6,person,0.7339,758,345,817,441,787.5,393.0,787.5,441.0
14,0.520,7,person,0.7221,324,344,359,442,341.5,393.0,341.5,442.0
14,0.520,8,person,0.7214,1415,503,1468,615,1441.5,559.0,1441.5,615.0
14,0.520,9,person,0.6971,855,285,889,366,872.0,325.5,872.0,366.0
14,0.520,10,person,0.6617,1584,550,1647,646,1615.5,598.0,1615.5,646.0
14,0.520,11,person,0.5936,1224,351,1277,446,1250.5,398.5,1250.5,446.0
14,0.520,12,person,0.5790,1441,413,1475,499,1458.0,456.0,1458.0,499.0
14,0.520,13,person,0.5772,893,294,939,385,916.0,339.5,916.0,385.0
14,0.520,14,person,0.5761,1150,383,1198,480,1174.0,431.5,1174.0,480.0
14,0.520,15,person,0.5667,1599,282,1631,355,1615.0,318.5,1615.0,355.0
14,0.520,16,person,0.4325,1159,375,1205,479,1182.0,427.0,1182.0,479.0
14,0.520,17,person,0.3419,1086,328,1135,412,1110.5,370.0,1110.5,412.0
14,0.520,18,person,0.3406,1095,328,1133,394,1114.0,361.0,1114.0,394.0
15,0.560,1,person,0.8451,678,503,754,622,716.0,562.5,716.0,622.0
15,0.560,2,person,0.8297,1330,673,1402,820,1366.0,746.5,1366.0,820.0
15,0.560,3,person,0.7944,1414,504,1474,620,1444.0,562.0,1444.0,620.0
15,0.560,4,person,0.7876,199,612,251,766,225.0,689.0,225.0,766.0
15,0.560,5,person,0.7066,749,347,807,444,778.0,395.5,778.0,444.0
15,0.560,6,person,0.6937,976,444,1016,554,996.0,499.0,996.0,554.0
15,0.560,7,person,0.6876,882,295,929,380,905.5,337.5,905.5,380.0
15,0.560,8,person,0.6876,1574,555,1641,654,1607.5,604.5,1607.5,654.0
15,0.560,9,person,0.6836,314,350,351,442,332.5,396.0,332.5,442.0
15,0.560,10,person,0.6566,536,318,569,408,552.5,363.0,552.5,408.0
15,0.560,11,person,0.6207,844,287,882,371,863.0,329.0,863.0,371.0
15,0.560,12,person,0.5582,1145,378,1191,481,1168.0,429.5,1168.0,481.0
15,0.560,13,person,0.5169,1212,353,1267,445,1239.5,399.0,1239.5,445.0
15,0.560,14,person,0.4611,1438,414,1470,506,1454.0,460.0,1454.0,506.0
15,0.560,15,person,0.4296,1588,282,1618,355,1603.0,318.5,1603.0,355.0
15,0.560,16,person,0.4255,754,346,796,433,775.0,389.5,775.0,433.0
15,0.560,17,person,0.3394,1081,334,1130,419,1105.5,376.5,1105.5,419.0
15,0.560,18,person,0.3043,1091,335,1127,401,1109.0,368.0,1109.0,401.0
16,0.600,1,person,0.8606,1409,503,1480,619,1444.5,561.0,1444.5,619.0
16,0.600,2,person,0.8525,673,509,747,627,710.0,568.0,710.0,627.0
16,0.600,3,person,0.8194,1570,565,1645,660,1607.5,612.5,1607.5,660.0
16,0.600,4,person,0.8143,299,349,350,448,324.5,398.5,324.5,448.0
16,0.600,5,person,0.8050,1321,679,1399,822,1360.0,750.5,1360.0,822.0
16,0.600,6,person,0.7742,740,348,798,448,769.0,398.0,769.0,448.0
16,0.600,7,person,0.7620,199,613,241,768,220.0,690.5,220.0,768.0
16,0.600,8,person,0.6658,964,447,1010,556,987.0,501.5,987.0,556.0
16,0.600,9,person,0.6579,833,288,873,373,853.0,330.5,853.0,373.0
16,0.600,10,person,0.6301,527,320,558,411,542.5,365.5,542.5,411.0
16,0.600,11,person,0.6179,884,295,926,377,905.0,336.0,905.0,377.0
16,0.600,12,person,0.6022,1577,279,1609,356,1593.0,317.5,1593.0,356.0
16,0.600,13,person,0.5687,973,446,1010,542,991.5,494.0,991.5,542.0
16,0.600,14,person,0.5232,1141,381,1189,484,1165.0,432.5,1165.0,484.0
16,0.600,15,person,0.5212,1208,360,1260,445,1234.0,402.5,1234.0,445.0
16,0.600,16,person,0.4590,1080,342,1121,417,1100.5,379.5,1100.5,417.0
16,0.600,17,person,0.4404,1432,414,1466,486,1449.0,450.0,1449.0,486.0
16,0.600,18,person,0.3039,1088,340,1121,409,1104.5,374.5,1104.5,409.0
17,0.640,1,person,0.8905,1404,502,1477,621,1440.5,561.5,1440.5,621.0
17,0.640,2,person,0.8325,1568,568,1646,665,1607.0,616.5,1607.0,665.0
17,0.640,3,person,0.8166,670,514,743,634,706.5,574.0,706.5,634.0
17,0.640,4,person,0.8024,1313,682,1387,826,1350.0,754.0,1350.0,826.0
17,0.640,5,person,0.7960,192,620,235,774,213.5,697.0,213.5,774.0
17,0.640,6,person,0.7908,288,355,347,454,317.5,404.5,317.5,454.0
17,0.640,7,person,0.7400,692,513,743,636,717.5,574.5,717.5,636.0
17,0.640,8,person,0.7089,953,451,1005,559,979.0,505.0,979.0,559.0
17,0.640,9,person,0.7015,730,351,787,451,758.5,401.0,758.5,451.0
17,0.640,10,person,0.6828,523,321,550,412,536.5,366.5,536.5,412.0
17,0.640,11,person,0.5864,1427,417,1459,495,1443.0,456.0,1443.0,495.0
17,0.640,12,person,0.5807,1077,341,1117,431,1097.0,386.0,1097.0,431.0
17,0.640,13,person,0.5786,829,285,866,374,847.5,329.5,847.5,374.0
17,0.640,14,person,0.5465,1135,388,1181,488,1158.0,438.0,1158.0,488.0
17,0.640,15,person,0.4640,1201,363,1250,443,1225.5,403.0,1225.5,443.0
17,0.640,16,person,0.4581,879,298,915,389,897.0,343.5,897.0,389.0
17,0.640,17,person,0.4557,1568,282,1599,360,1583.5,321.0,1583.5,360.0
17,0.640,18,person,0.4387,970,450,1005,551,987.5,500.5,987.5,551.0
17,0.640,19,person,0.3768,1132,389,1168,489,1150.0,439.0,1150.0,489.0
17,0.640,20,person,0.2531,866,293,917,387,891.5,340.0,891.5,387.0
18,0.680,1,person,0.8871,1398,508,1471,625,1434.5,566.5,1434.5,625.0
18,0.680,2,person,0.8431,1566,571,1640,668,1603.0,619.5,1603.0,668.0
18,0.680,3,person,0.8313,1312,688,1384,827,1348.0,757.5,1348.0,827.0
18,0.680,4,person,0.8165,677,521,739,639,708.0,580.0,708.0,639.0
18,0.680,5,person,0.7875,273,359,335,454,304.0,406.5,304.0,454.0
18,0.680,6,person,0.7852,182,620,227,774,204.5,697.0,204.5,774.0
18,0.680,7,person,0.7329,943,455,1001,563,972.0,509.0,972.0,563.0
18,0.680,8,person,0.6565,823,285,861,373,842.0,329.0,842.0,373.0
18,0.680,9,person,0.6468,731,352,779,451,755.0,401.5,755.0,451.0
18,0.680,10,person,0.6039,1557,290,1589,365,1573.0,327.5,1573.0,365.0
18,0.680,11,person,0.5825,1195,363,1245,449,1220.0,406.0,1220.0,449.0
18,0.680,12,person,0.5765,868,297,904,383,886.0,340.0,886.0,383.0
18,0.680,13,person,0.5577,512,325,545,415,528.5,370.0,528.5,415.0
18,0.680,14,person,0.5404,1127,390,1192,490,1159.5,440.0,1159.5,490.0
18,0.680,15,person,0.5381,1077,345,1113,433,1095.0,389.0,1095.0,433.0
